identifier;titulo;autor;co_autor;orientador;data;paginas;local_publicacao;subjects;modelo_trabalho;descricao;local_defesa
00777;Colonização e povoamento no Brasil;Andrade, Manuel Correia de;;;1973;p. [65]-82;BRASIL;COLONIZAÇÃO ASPECTOS POLÍTICO-SOCIOECONÔMICOS BRASIL;Livro;Separa do Volume XVIII dos Anais da Associação dos Geógrafos Brasileiros;São Paulo [s.n.]
9788535919516;Cultura e imperialismo;Said, Edward W.;;Bottmann, Denise;2011;567 p;SUDESTE;IMPERIALISMO SÉCULO 19 SÉCULO 20|SOCIOLOGIA|HISTÓRIA DO BRASIL SUDESTE|CULTURA|ANTROPOLOGIA CULTURAL E SOCIAL|COLONIZAÇÃO|POLÍTICA|LITERATURA HISTÓRIA E CRÍTICA EUROPA;Livro;;São Paulo Companhia
9780195386059_(paper_alk._paper);Colonial Latin America;Burkholder, Mark A.;;Johnson, Lyman L;2010;xi, 433 p.;Latin America;F1412 .B96 2010|Latin America History|HISTÓRIA LATINO-AMERICANA 1498-1800|DESCOBERTAS E EXPLORAÇÕES|EXPANSÃO EUROPEIA ULTRAMARINA|COLONIZAÇÃO AMÉRICA LATINA;Livro;7th ed;New York Oxford
0-12-104280-4;Colonization control of human bacterial enteropathogens in poultry;Blankenship, Leroy C;;;1991;393 p;;AVES|BACTÉRIAS|COLONIZAÇÃO;Livro;;San Diego Academic
9788578430542;A invenção da etinicidade nos estados-nações americanos nos séculos XIX e XX;Santos, Eduardo Natalino dos;;;2008;p. 89-114;;"IDENTIDADE ÉTNICA SÉCULO 19;SÉCULO 20|HISTÓRIA DA AMÉRICA|DIVERSIDADE CULTURAL|COLONIZAÇÃO|IMIGRAÇÃO";Periódico / Parte de livro;;São Leopoldo Oikos
00757;Estudo de uma estratégia vacinal contra Streptococcus agalactiae baseada em antígenos proteicos;Costa, Fagner James Martins Dantas;;Ferreira, Rita de Cassia Cafe;2023;6 p;;MICROBIOLOGIA|PROTEÍNAS RECOMBINANTES|VACINAS|STREPTOCOCCUS|POLISSACARÍDEOS BACTERIANOS|GLICOPROTEÍNAS|EPITOPOS|IMUNOGENICIDADE DA VACINA|ANTÍGENOS DE BACTÉRIAS;Tese;?Versão on line a partir de 24.05.2023?;São Paulo
9782711601721;La découverte de l'Amérique esquisse d'une synthèse conditions historiques et conséquences culturelles;Ballesteros-Gaibrois, Miguel;;;1968;338 p;;"HISTÓRIA DA AMÉRICA (CONGRESSOS)|COLONIZAÇÃO (ASPECTOS CULTURAIS;ASPECTOS SOCIAIS)";Livro;Esquisse d'une synthèse, conditions histor. et conséquences culturelles. Par M(iguel) Ballesteros-Gaibrois [u.a.] Avec 9 pl hors-texte.<br>Paris: Vrin 1968. 338 S. m. Abb.<br>(Stage internat. d'études humanistes, Tours. 10.)<br>(De Pétrarque à Descartes. 18.);Paris J. Vrin
00181;Les droits de la France sur Madagascar;Routier, Gaston b.;;;1895;271 p;ÁFRICA;DT469.M34 R8|DESCOBERTAS E EXPLORAÇÕES (HISTÓRIA)|COLONIZAÇÃO ÁFRICA|MADAGASCAR (HISTÓRIA)|MADAGASCAR (CONDICÕES SOCIAIS);Livro;Avant-propos.--Les droits de la France sur Madagascar.--Quelques notes sur Madagascar: ses ressources de tous genres, son commerce, et son industrie.--A travers l'Afrique (Stanley-Trivier-Binger);Paris Librairie H.
00439;Colonization pressure as a risk factor for colonization by multiresistant Acinetobacter spp and carbapenem-resistant Pseudomonas aeruginosa in an intensive care unit;DalBen, Mirian Freitas;"Basso, Mariusa; Garcia, Cilmara Polido; Figueiredo Costa, Silvia; Maria Toscano, Cristiana; Robert Jarvis, William; Lobo, Renata Desordi; Oliveira, Maura Salaroli";Levin, Anna Sara;2013;p. 1128-1133;;FATORES DE RISCO|UNIDADES DE TERAPIA INTENSIVA|COLONIZAÇÃO|MEIOS DE CULTURA|INFECÇÕES BACTERIANAS GRAM-NEGATIVAS|BACTÉRIAS GRAM-NEGATIVAS;Periódico / Parte de livro;Disponível online em: http://www.scielo.br/pdf/clin/v68n8/1807-5932-clin-68-08-1128.pdf;São Paulo
9788586238772;Um futuro para a Amazônia;Becker, Bertha Bertha Koiffmann Becker;;Stenner, Claudio;c2008;150 p;Amazon River Region;F2546 .B433 2008|Land settlement Amazon River Region|Amazon River Region Description and travel|COLONIZAÇÃO AMAZÔNIA|ECOLOGIA AMAZÔNIA|GEOGRAFIA HUMANA AMAZÔNIA|GEOPOLÍTICA AMAZÔNIA|PROTEÇÃO AMBIENTAL AMAZÔNIA|Amazon River Region Colonization|Ecology Amazon River Region|Human geography Amazon River Region;Livro;Vita;São Paulo Oficina
00472;Historia de la inmigración y la colonización en la Provincia de Santa Fe;Ensinck, Oscar Luis;;;1979;359 p;Argentina Santa Fe (Province);JV7449.S26 E57|Land settlement Argentina Santa Fe (Province) History|HISTÓRIA DA AMÉRICA|COLONIZAÇÃO (HISTÓRIA) SANTA FÉ (ARGENTINA)|HISTÓRIA DA ARGENTINA|IMIGRAÇÃO ESPANHOLA (HISTÓRIA) SANTA FÉ (ARGENTINA)|SANTA FÉ (ARGENTINA) (HISTÓRIA)|Santa Fe (Argentina : Province) Emigration and immigration History;Livro;;Buenos Aires Fundación
00552;Em busca das províncias grandiosas as entradas espanholas quinhentistas na fronteira oriental dos Andes centrais (1538-1561);Cruz Neto, Raimundo Marques da;;Santos, Eduardo Natalino dos;2014;174 p;AMÉRICA;HISTÓRIA LATINO-AMERICANA 1538-1561|COLONIZAÇÃO AMÉRICA|FRONTEIRAS ANDES;Tese;"A presente dissertação analisa o arranjo e a execução de entradas espanholas na fronteira ori-ental dos Andes centrais, entre os anos de 1538 e 1561. Nosso objetivo consiste em avaliar as origens do interesse, os resultados apresentados e as razões para o arrefecimento dos contatos. A região em questão identifica-se com as terras situadas a leste da cidade de Cuzco, parcial-mente inserida no quadrante que os incas chamavam de antisuyu. Algumas vezes, essas em-presas foram além daquele território, alcançando as terras baixas do vale; configurando desse modo a primeira série de contatos sistemáticos com o que hoje chamamos de Amazônia. No período pesquisado, a expansão da conquista em direção a essa região esteve sempre na agen-da dos castelhanos, ainda que não tenham logrado êxito em consolidar esse projeto";São Paulo
00318;Guerras e rebeliões indígenas na Amazônia na época do diretório pombalino (1757-1798);Santos, Francisco Jorge dos;;Mesgravis, Laima;1995;168 p;AMAZÔNIA;ÍNDIOS AMAZÔNIA|PERÍODO COLONIAL (1500-1822) (HISTÓRIA)|COLONIZAÇÃO (RESISTÊNCIA) BRASIL|GUERRILHA|CONFLITO;Tese;;São Paulo
00786;Amapá no século XV rota de expedições de reconhecimento;Santos, Fernando Rodrigues dos;;;2003;92 p;;MLCS 2011/42471|AMAPÁ ASPECTOS HISTÓRICOS|COLONIZAÇÃO;Livro;;Belém
8790730801;Tierra adentro territorio indígena y percepción del entorno;Surrallés, Alexandre;;García Hierro, Pedro;2004;307 p;AMÉRICA DO SUL;COLONIZAÇÃO|ÍNDIOS|TERRA INDÍGENA AMÉRICA DO SUL;Livro;;Copenhagen
00857;The Sociogenesis of Colonial Malaise and the Dual-nature of the Unbehagen;Faustino, Deivison Mendes;;Rosa, Miriam Debieux;2025;p. 495-515;;COLONIZAÇÃO|CAPITALISMO|PACTO SOCIAL|DESIGUALDADES|MAL-ESTAR;Periódico / Parte de livro;Disponível em: https://doi.org/10.5840/pga202612199. Acesso em: 17 abr. 2026;Estados Unidos
00765;Dépossession du Monde;Berque, Jacques;;;c1964;214 p;ARGÉLIA;NACIONALISMO ARGÉLIA|COLONIZAÇÃO|IMPERIALISMO;Livro;;Paris Éditions du
00781;Transamazônica, Guerrilha do Araguaia e luta pela terra a ocupação territorial no Sudeste do Pará durante a ditadura civil-militar;Reis, Naurinete Fernandes Inácio;Marcos, Valeria de;Moreira, Edma Silva;2021;p. 175-189;AMAZÔNIA BRASILEIRA;AMAZÔNIA BRASILEIRA EXPLORAÇÃO|COLONIZAÇÃO AMAZÔNIA BRASILEIRA|lCAMPESINATO;Periódico / Parte de livro;Disponível em: https://bell.unochapeco.edu.br/revistas/index.php/rcc/issue/view/329. Acesso em: 03 maio 2024;Chapecó SC
9780521846448_(hardback);Portuguese oceanic expansion, 1400-1800;Bethencourt, Francisco;;Curto, Diogo Ramada;2007;xx, 536 p;PORTUGAL;DP583 .P677 2007|HISTÓRIA DE PORTUGAL 1400-1800|EXPANSÃO EUROPEIA ULTRAMARINA PORTUGAL|VIAGENS E EXPLORAÇÕES PORTUGAL|DESCOBERTAS E EXPLORAÇÕES|COLONIZAÇÃO|EXPANSÃO EUROPEIA ULTRAMARINA;Livro;The economy of the Portuguese Empire / Stuart B. Schwartz -- Costs and financial trends in the Portuguese Empire, 1415--1822 / Jorge M. Pedreira -- Markets and merchant communities in the Indian Ocean : locating the Portuguese / Michael N. Pearson-- The economic network of Portugal's Atlantic world (translated by Marguerite Itamar Harrison) / Luis Felipe de Alencastro -- The Portuguese in Africa / John K. Thornton -- Patterns of settlement in the Portuguese Empire, 1400-1800 / A. J. R. Russell-Wood -- Political configurations and local powers / Francisco Bethencourt -- Ecclesiastical structures and religious action / Isabel dos Guimarães Sá -- Portuguese expansion, 1400-1800 : encounters, negotiations, and interactions / Anthony Disney -- Portuguese imperial and colonial culture / Diogo Ramada Curto -- Language and literature in the Portuguese Empire / Luís de Sousa Rebelo -- The expansion and the arts : transfers, contaminations, innovations / Luís de Moura Sobral -- Science and technology in Portuguese navigation : the idea of experience in the sixteenth century (translated by Neil Safier) / Francisco Contente Domingues -- Portuguese expansion in a global context / Felipe Fernández-Armesto;Cambridge Cambridge University
0803248059_(cloth_alk._paper);Histories and historicities in Amazonia;Whitehead, Neil L;;;c2003;xx, 236 p.;Amazon River Watershed;F2519.1.A6 H57 2003|Indians of South America Amazon River Watershed Historiography|Indian cartography Amazon River Watershed|Indigenous peoples Ecology Amazon River Watershed|Ethnohistory Amazon River Watershed|Oral tradition Amazon River Watershed|Amazon River Watershed Colonization|ÍNDIOS HISTORIOGRAFIA AMÉRICA DO SUL BACIA AMAZÔNICA|GRUPOS INDÍGENAS BACIA AMAZÔNICA|ETNOHISTÓRIA BACIA AMAZÔNICA|TRADIÇÃO ORAL BACIA AMAZÔNICA|COLONIZAÇÃO BACIA AMAZÔNICA;Livro;Derives from a special session of the American Society for Ethnohistory that was part of a series of plenary sessions on global and local histories--Introd.;Lincoln University of
8508018711;Descobrimentos e colonização;Silva, Janice Theodoro da;;;1987;77 p;America;DEMOGRAFIA|COLONIZAÇÃO HISTÓRIA|America Discovery and exploration Psychological aspects;Livro;;São Paulo Atica
00448;"L'ideologie religieuse dans la ""Crónica dos feitos de Guiné"" de Gomes Eanes de Zurara";Carvalho, Margarida Barradas de;;;1956;34 p;GUINÉ;"HISTÓRIA DA ÁFRICA GUINÉ|RELIGIÃO SÉCULO XV|COLONIZAÇÃO PORTUGAL;ÁFRICA";Livro;Extraído de Bulletin des Etudes Portugais, tome XIX;Amadora Livraria Bertrand
00119;Africa;Gunther, John;;;[1957];627 p.;ÁFRICA;"POLÍTICA E GOVERNO ÁFRICA|COLONIZAÇÃO ÁFRICA|ÁFRICA (ASPECTOS SOCIOECONÔMICOS;ASPECTOS SOCIOPOLÍTICOS)";Livro;Translation of Inside Africa;Milano] Garzanti [1957]
9788531903564;O descobrimento e a colonização portuguesa no Brasil;Souza, Miguel Augusto Gonçalves de;;;2000;944 p;Brasil;Descobrimento do Brasil (1500)|Colonização portuguesa Brasil|Período Colonial (1500-1822)|DESCOBRIMENTO DO BRASIL 1500|COLONIZAÇÃO BRASIL|PERÍODO COLONIAL (1500-1822)|HISTÓRIA DO BRASIL|HISTÓRIA DE PORTUGAL|Brasil história|Portugal história;Livro;Síntese do nascimento e evolução da pátria portuguesa até o ano de 1500 -- O descobrimento -- A pré-colonização -- Capitanias hereditárias -- O açúcar -- O trabalho escravo -- A expansão geográfica -- O povoamento, contribuições da pecuária, do Bandeirantismo à procura do ouro e pedras preciosas e da mineração -- Ameaças externas -- A administração colonial -- A igreja colonial -- A cultura colonial -- Movimentos contestatórios e libertários -- A independência -- A herança colonial.;Belo Horizonte Itatiaia
00581;Ensaio clínico randomizado do uso do curativo gel de clorexidina para a prevenção da colonização do cateter venoso central em pacientes adultos críticos;Nascimento, Amanda Salles Margatho do;;Silveira, Renata Cristina de Campos Pereira;2016;114 p;;COLONIZAÇÃO|CUIDADOS DE ENFERMAGEM|ASSISTÊNCIA AO PACIENTE (TERAPÊUTICA MÉDICA);Tese;Os acessos venosos são indispensáveis para assistência do paciente em situação crítica. O cateter venoso central (CVC) é um acesso que viabiliza a terapêutica dessa clientela, mas o seu uso pode levar à infecções. Estas infecções ocasionam maior permanência hospitalar, elevam os custos totais das instituições e aumentam a morbidade e a mortalidade do paciente. O uso de curativos como cobertura do sítio de saída do CVC é eficaz na prevenção das infecções relacionadas a estes cateteres, em particular, o uso de curativos impregnados com antissépticos como o curativo gel de clorexidina. Este estudo teve como objetivo comparar a efetividade do curativo gel de clorexidina com a do filme transparente de poliuretano na prevenção da colonização do cateter venoso central em pacientes adultos críticos. Trata-se de estudo experimental, do tipo ensaio clínico randomizado, com tratamentos em paralelo, prospectivo e monocêntrico, realizado de acordo com as recomendações do Consolidated Standards of Reporting Trials (CONSORT). O estudo foi realizado na Unidade de Terapia Intensiva e na Unidade Coronariana de um hospital de ensino do interior do Estado de São Paulo. Participaram do estudo 102 indivíduos hospitalizados nestes locais, divididos aleatoriamente em dois grupos: grupo intervenção, no qual o tipo de cobertura utilizada foi o curativo de gel de clorexidina e grupo controle, que utilizou como cobertura o filme transparente de poliuretano. O desfecho primário;Ribeirão Preto
00585;Avaliação da eficácia do antígeno PspA (Pneumococcal surface protein A) em modelo de co-colonização com diferentes linhagens de Streptococcus pneumoniae;Tostes, Rafaella Oliveira;;Miyaji, Eliane Namie;2016;82 p;;STREPTOCCOCUS|PNEUMONIA ANIMAL|CAMUNDONGOS|PROTEINAS RECOMBINANTES|POLISSACARIDEOS;Tese;Streptococcus pneumoniae é o patógeno causador de diversas doenças com alta mortalidade e morbidade, como meningite e pneumonia. As vacinas disponíveis baseiam-se na resposta contra o polissacarídeo capsular (PS), porém possuem elevado custo e cobertura limitada aos sorotipos vacinais. O objetivo deste estudo foi avaliar a eficácia da imunização nasal com PspAs recombinantes de família 1 (rPspA1 e rPspA2) e de família 2 (rPspA3, rPspA4 e rPspA5) em um modelo de cocolonização da nasofaringe de camundongos, utilizando isolados que expressam diferentes PspAs (PspA1 ao PspA4). Esse modelo visa analisar a eficácia da vacinação frente à exposição a diferentes pneumococos, uma situação comum, especialmente em crianças. Os experimentos deste projeto avaliaram a colonização com misturas de isolados dos sorotipos 6B e 23F e expressando PspA1, PspA2, PspA3 ou PspA4, mostrando uma análise ampla da cobertura vacinal contra pneumococo das diferentes formulações contendo as variantes do antígeno PspA e a importância desse antígeno para o desenvolvimento de uma nova vacina;São Paulo
9788567851006;Primórdios da justiça no Brasil coletânea de documentos castelhanos do século XVI;Mello, Amílcar D'Avila de;;Mello, Marco Aurélio Mendes de Farias;2014;652 p;Brasil;História Brasil Período Colonial (1500-1822)|Justiça história Brasil|Direito história Brasil|DIREITO HISTÓRIA BRASIL|JUSTIÇA HISTÓRIA BRASIL|COLONIZAÇÃO ASPECTOS JURÍDICOS BRASIL;Livro;Prefácio do Ministro Marco Aurélio Mello;Santa Catarina Tekoá
00115;Afrique occidentale française;Richard-Molard, Jacques;;Monod, Thèodore M.;1956;247 p.;ÁFRICA OCIDENTAL;GEOGRAFIA FÍSICA ÁFRICA OCIDENTAL|GEOGRAFIA HUMANA ÁFRICA OCIDENTAL|GEOGRAFIA ECONÔMICA ÁFRICA OCIDENTAL|COLONIZAÇÃO ÁFRICA OCIDENTAL;Livro;3. ed.;Paris Berger-Levrault
00549;Pelos interstícios do olhar do colonizador descimentos de índios no Estado do Maranhão e Grão-Pará (1680-1750);Bombardi, Fernanda Aires;;Zeron, Carlos Alberto de Moura Ribeiro;2014;187 p;"BRASIL;MARANHÃO;PARÁ";"PERÍODO COLONIAL (1500-1822)|POLÍTICA E ADMINISTRAÇÃO LUSO-BRASILEIRA|ÍNDIOS 1680-1750 BRASIL;MARANHÃO;PARÁ|COLONIZAÇÃO SÉCULO 17;SÉCULO 18";Tese;Esta dissertação objetiva compreender a prática dos descimentos indígenas no Estado do Maranhão e Grão-Pará, entre os anos 1680 e 1750. Além de buscarmos entender de que forma esta política contribuiu para a expansão das fronteiras coloniais e para a inserção de mão de obra no Estado, analisamos a atuação e os interesses dos agentes envolvidos na realização dos descimentos, a saber: principais indígenas, missionários, funcionários régios, moradores, deputados da Junta das Missões e populações nativas;São Paulo
00390;"De la colonisation au Brésil. Mémoire historique, descriptif, statistique et commercial sur la province de Sainte-Catherine, formant de deuxième rapport a la Société Belge-Brésilienne de Colonisation; contenant la Constitution du Brésil, sa situation financière, etc; para Charles van Lede";Lede, Charles Maximilien Louis van;;;1843;viii, 427 p;SANTA CATARINA;HISTÓRIA DO BRASIL|COLONIZAÇÃO|IMIGRAÇÃO ASPECTOS HISTÓRICOS SANTA CATARINA|SANTA CATARINA ASPECTOS HISTÓRICOS;Livro;;Bruxelles Librairie Polytechnique
00058;Les compagnies de colonisation sous l'ancien régime;Chailley-Bert, Joseph;;;1898;2 p. l., 192 p;France;JV1816 .C4|Colonial companies|HISTÓRIA ANTIGA|COLONIZAÇÃO|France Colonies;Livro;;Paris A. Colin
00026;Exposição de S. Luiz a California ao Colorado e ao Canadá sob o ponto de vista brazileiro agricultura - immigração e colonisação;Ramos, Francisco Ferreira;;;1907;298 p;BRASIL;EXPOSIÇÕES INTERNACIONAIS|IMIGRAÇÃO|COLONIZAÇÃO|AGRICULTURA BRASIL;Livro;;Anvers Thibaut
8570621620;A produção das minas do Alto Peru e a evasão de prata para o Brasil;Santos, Corcino Medeiros dos;;;1998;238 p;;PRATA|MINERAÇÃO|COLONIZAÇÃO;Livro;;Brasília Thesaurus
9681601971;Tratado sobre las justas causas de la guerra contra los indios;Sepúlveda, Juan Ginés de;Menéndez y Pelayo, Marcelino;García Pelayo, Manuel;1996;x, 179 p.;América;Guerra (Derecho internacional)|Indios América|Guerra (Filosofía)|COLONIZAÇÃO AMÉRICA ESPANHOLA|ÍNDIOS AMÉRICA ESPANHOLA|AMÉRICA COLONIAL|DIREITO NATURAL|HISTÓRIA AMÉRICA ESPANHOLA;Livro;3a. reimpr;México Fondo de
00070;Do mito à análise documentária;Cunha, Isabel Ferin;;;1990;163 p;PORTUGAL;ANÁLISE DOCUMENTÁRIA|ANÁLISE DO DISCURSO|COLONIZAÇÃO PORTUGAL;Livro;;São Paulo Edusp
